concept_id,notice_no,route_id,route_name,notice_group,notice_name,concept_no,concept_keyword,public_title,recommended_rank,public_summary,primary_objective,field_situation,unknown_factor,complication,record_target,failure_condition,follow_up,public_notice_text
concept_040_02,40,solver,해결사,분쟁·중립,위험물 보관 조정,2,핵 보관권 분쟁,위험물 보관 조정 – 핵 보관권 분쟁,중급,"핵 보관권 분쟁 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험물의 보관·이송·반환 보류 절차를 조정한다.,"현장에서는 핵 보관권 분쟁와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.",세력 간 주장보다 위험물과 미지 현상의 실제 성질을 우선 판정해야 한다.,각 세력은 연맹의 중립성을 의심하고 자신에게 유리한 판정을 요구한다.,"위험물 목록, 중립 보관 기록, 세력별 주장, 현장 관측값.",중립성이 훼손되거나 위험물이 특정 세력에 병기화된다.,위험물의 성질이 확인되면 던전·정제·룬 대응 공고 중 하나로 이관한다.,"[위험물 보관 조정 – 핵 보관권 분쟁] 핵 보관권 분쟁 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험물의 보관·이송·반환 보류 절차를 조정한다는 것이다. 현장에서는 핵 보관권 분쟁와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_040_03,40,solver,해결사,분쟁·중립,위험물 보관 조정,3,흑마석 임시 봉인,위험물 보관 조정 – 흑마석 임시 봉인,중급,"흑마석 임시 봉인 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험물의 보관·이송·반환 보류 절차를 조정한다.,"현장에서는 흑마석 임시 봉인와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.",세력 간 주장보다 위험물과 미지 현상의 실제 성질을 우선 판정해야 한다.,각 세력은 연맹의 중립성을 의심하고 자신에게 유리한 판정을 요구한다.,"위험물 목록, 중립 보관 기록, 세력별 주장, 현장 관측값.",중립성이 훼손되거나 위험물이 특정 세력에 병기화된다.,위험물의 성질이 확인되면 던전·정제·룬 대응 공고 중 하나로 이관한다.,"[위험물 보관 조정 – 흑마석 임시 봉인] 흑마석 임시 봉인 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험물의 보관·이송·반환 보류 절차를 조정한다는 것이다. 현장에서는 흑마석 임시 봉인와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_040_04,40,solver,해결사,분쟁·중립,위험물 보관 조정,4,소유자 없는 위험 장비,위험물 보관 조정 – 소유자 없는 위험 장비,중급,"소유자 없는 위험 장비 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험물의 보관·이송·반환 보류 절차를 조정한다.,"현장에서는 소유자 없는 위험 장비와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.",세력 간 주장보다 위험물과 미지 현상의 실제 성질을 우선 판정해야 한다.,각 세력은 연맹의 중립성을 의심하고 자신에게 유리한 판정을 요구한다.,"위험물 목록, 중립 보관 기록, 세력별 주장, 현장 관측값.",중립성이 훼손되거나 위험물이 특정 세력에 병기화된다.,위험물의 성질이 확인되면 던전·정제·룬 대응 공고 중 하나로 이관한다.,"[위험물 보관 조정 – 소유자 없는 위험 장비] 소유자 없는 위험 장비 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험물의 보관·이송·반환 보류 절차를 조정한다는 것이다. 현장에서는 소유자 없는 위험 장비와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_040_05,40,solver,해결사,분쟁·중립,위험물 보관 조정,5,반환 심사 보류,위험물 보관 조정 – 반환 심사 보류,중급,"반환 심사 보류 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험물의 보관·이송·반환 보류 절차를 조정한다.,"현장에서는 반환 심사 보류와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.",세력 간 주장보다 위험물과 미지 현상의 실제 성질을 우선 판정해야 한다.,각 세력은 연맹의 중립성을 의심하고 자신에게 유리한 판정을 요구한다.,"위험물 목록, 중립 보관 기록, 세력별 주장, 현장 관측값.",중립성이 훼손되거나 위험물이 특정 세력에 병기화된다.,위험물의 성질이 확인되면 던전·정제·룬 대응 공고 중 하나로 이관한다.,"[위험물 보관 조정 – 반환 심사 보류] 반환 심사 보류 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험물의 보관·이송·반환 보류 절차를 조정한다는 것이다. 현장에서는 반환 심사 보류와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_040_06,40,solver,해결사,분쟁·중립,위험물 보관 조정,6,보관소 이송 조율,위험물 보관 조정 – 보관소 이송 조율,중급,"보관소 이송 조율 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험물의 보관·이송·반환 보류 절차를 조정한다.,"현장에서는 보관소 이송 조율와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.",세력 간 주장보다 위험물과 미지 현상의 실제 성질을 우선 판정해야 한다.,각 세력은 연맹의 중립성을 의심하고 자신에게 유리한 판정을 요구한다.,"위험물 목록, 중립 보관 기록, 세력별 주장, 현장 관측값.",중립성이 훼손되거나 위험물이 특정 세력에 병기화된다.,위험물의 성질이 확인되면 던전·정제·룬 대응 공고 중 하나로 이관한다.,"[위험물 보관 조정 – 보관소 이송 조율] 보관소 이송 조율 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험물의 보관·이송·반환 보류 절차를 조정한다는 것이다. 현장에서는 보관소 이송 조율와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_040_07,40,solver,해결사,분쟁·중립,위험물 보관 조정,7,위험물 인계 기록,위험물 보관 조정 – 위험물 인계 기록,중급,"위험물 인계 기록 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험물의 보관·이송·반환 보류 절차를 조정한다.,"현장에서는 위험물 인계 기록와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.",세력 간 주장보다 위험물과 미지 현상의 실제 성질을 우선 판정해야 한다.,각 세력은 연맹의 중립성을 의심하고 자신에게 유리한 판정을 요구한다.,"위험물 목록, 중립 보관 기록, 세력별 주장, 현장 관측값.",중립성이 훼손되거나 위험물이 특정 세력에 병기화된다.,위험물의 성질이 확인되면 던전·정제·룬 대응 공고 중 하나로 이관한다.,"[위험물 보관 조정 – 위험물 인계 기록] 위험물 인계 기록 사안이 접수되었다. 연맹은 이를 위험물 보관 조정 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험물의 보관·이송·반환 보류 절차를 조정한다는 것이다. 현장에서는 위험물 인계 기록와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_041_01,41,pioneer,개척자,앙그라권 탐사,앙그라 경계 관측,1,밀려드는 안개선,앙그라 경계 관측 – 밀려드는 안개선,상급,"밀려드는 안개선 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개 경계와 안전로 침식 여부를 관측한다.,"현장에서는 밀려드는 안개선와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라 경계 관측 – 밀려드는 안개선] 밀려드는 안개선 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개 경계와 안전로 침식 여부를 관측한다는 것이다. 현장에서는 밀려드는 안개선와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_041_02,41,pioneer,개척자,앙그라권 탐사,앙그라 경계 관측,2,빛이 닿지 않는 구간,앙그라 경계 관측 – 빛이 닿지 않는 구간,상급,"빛이 닿지 않는 구간 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개 경계와 안전로 침식 여부를 관측한다.,"현장에서는 빛이 닿지 않는 구간와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라 경계 관측 – 빛이 닿지 않는 구간] 빛이 닿지 않는 구간 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개 경계와 안전로 침식 여부를 관측한다는 것이다. 현장에서는 빛이 닿지 않는 구간와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_041_03,41,pioneer,개척자,앙그라권 탐사,앙그라 경계 관측,3,안전로 안쪽 침식,앙그라 경계 관측 – 안전로 안쪽 침식,상급,"안전로 안쪽 침식 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개 경계와 안전로 침식 여부를 관측한다.,"현장에서는 안전로 안쪽 침식와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라 경계 관측 – 안전로 안쪽 침식] 안전로 안쪽 침식 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개 경계와 안전로 침식 여부를 관측한다는 것이다. 현장에서는 안전로 안쪽 침식와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_041_04,41,pioneer,개척자,앙그라권 탐사,앙그라 경계 관측,4,경계선 좌표 변동,앙그라 경계 관측 – 경계선 좌표 변동,상급,"경계선 좌표 변동 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개 경계와 안전로 침식 여부를 관측한다.,"현장에서는 경계선 좌표 변동와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라 경계 관측 – 경계선 좌표 변동] 경계선 좌표 변동 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개 경계와 안전로 침식 여부를 관측한다는 것이다. 현장에서는 경계선 좌표 변동와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_041_05,41,pioneer,개척자,앙그라권 탐사,앙그라 경계 관측,5,안개 속 반복 표식,앙그라 경계 관측 – 안개 속 반복 표식,상급,"안개 속 반복 표식 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개 경계와 안전로 침식 여부를 관측한다.,"현장에서는 안개 속 반복 표식와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라 경계 관측 – 안개 속 반복 표식] 안개 속 반복 표식 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개 경계와 안전로 침식 여부를 관측한다는 것이다. 현장에서는 안개 속 반복 표식와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_041_06,41,pioneer,개척자,앙그라권 탐사,앙그라 경계 관측,6,관측탑 신호 두절,앙그라 경계 관측 – 관측탑 신호 두절,상급,"관측탑 신호 두절 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개 경계와 안전로 침식 여부를 관측한다.,"현장에서는 관측탑 신호 두절와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라 경계 관측 – 관측탑 신호 두절] 관측탑 신호 두절 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개 경계와 안전로 침식 여부를 관측한다는 것이다. 현장에서는 관측탑 신호 두절와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_041_07,41,pioneer,개척자,앙그라권 탐사,앙그라 경계 관측,7,경계 마을 잔향 증가,앙그라 경계 관측 – 경계 마을 잔향 증가,상급,"경계 마을 잔향 증가 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개 경계와 안전로 침식 여부를 관측한다.,"현장에서는 경계 마을 잔향 증가와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라 경계 관측 – 경계 마을 잔향 증가] 경계 마을 잔향 증가 사안이 접수되었다. 연맹은 이를 앙그라 경계 관측 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개 경계와 안전로 침식 여부를 관측한다는 것이다. 현장에서는 경계 마을 잔향 증가와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_042_01,42,pioneer,개척자,앙그라권 탐사,앙그라의 못 탐색,1,흑마석성 토템 반응,앙그라의 못 탐색 – 흑마석성 토템 반응,상급,"흑마석성 토템 반응 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개를 고정하는 토템의 위치와 반응을 추적한다.,"현장에서는 흑마석성 토템 반응와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라의 못 탐색 – 흑마석성 토템 반응] 흑마석성 토템 반응 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개를 고정하는 토템의 위치와 반응을 추적한다는 것이다. 현장에서는 흑마석성 토템 반응와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_042_02,42,pioneer,개척자,앙그라권 탐사,앙그라의 못 탐색,2,안개가 고이는 폐허,앙그라의 못 탐색 – 안개가 고이는 폐허,상급,"안개가 고이는 폐허 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개를 고정하는 토템의 위치와 반응을 추적한다.,"현장에서는 안개가 고이는 폐허와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라의 못 탐색 – 안개가 고이는 폐허] 안개가 고이는 폐허 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개를 고정하는 토템의 위치와 반응을 추적한다는 것이다. 현장에서는 안개가 고이는 폐허와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_042_03,42,pioneer,개척자,앙그라권 탐사,앙그라의 못 탐색,3,왜곡의 중심점,앙그라의 못 탐색 – 왜곡의 중심점,상급,"왜곡의 중심점 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개를 고정하는 토템의 위치와 반응을 추적한다.,"현장에서는 왜곡의 중심점와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라의 못 탐색 – 왜곡의 중심점] 왜곡의 중심점 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개를 고정하는 토템의 위치와 반응을 추적한다는 것이다. 현장에서는 왜곡의 중심점와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_042_04,42,pioneer,개척자,앙그라권 탐사,앙그라의 못 탐색,4,포탈 주변 고정 안개,앙그라의 못 탐색 – 포탈 주변 고정 안개,상급,"포탈 주변 고정 안개 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개를 고정하는 토템의 위치와 반응을 추적한다.,"현장에서는 포탈 주변 고정 안개와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라의 못 탐색 – 포탈 주변 고정 안개] 포탈 주변 고정 안개 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개를 고정하는 토템의 위치와 반응을 추적한다는 것이다. 현장에서는 포탈 주변 고정 안개와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_042_05,42,pioneer,개척자,앙그라권 탐사,앙그라의 못 탐색,5,못의 잔향 맥동,앙그라의 못 탐색 – 못의 잔향 맥동,상급,"못의 잔향 맥동 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개를 고정하는 토템의 위치와 반응을 추적한다.,"현장에서는 못의 잔향 맥동와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라의 못 탐색 – 못의 잔향 맥동] 못의 잔향 맥동 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개를 고정하는 토템의 위치와 반응을 추적한다는 것이다. 현장에서는 못의 잔향 맥동와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_042_06,42,pioneer,개척자,앙그라권 탐사,앙그라의 못 탐색,6,수호 개체 발자국,앙그라의 못 탐색 – 수호 개체 발자국,상급,"수호 개체 발자국 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개를 고정하는 토템의 위치와 반응을 추적한다.,"현장에서는 수호 개체 발자국와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라의 못 탐색 – 수호 개체 발자국] 수호 개체 발자국 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개를 고정하는 토템의 위치와 반응을 추적한다는 것이다. 현장에서는 수호 개체 발자국와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_042_07,42,pioneer,개척자,앙그라권 탐사,앙그라의 못 탐색,7,안개 방향의 역류,앙그라의 못 탐색 – 안개 방향의 역류,상급,"안개 방향의 역류 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",안개를 고정하는 토템의 위치와 반응을 추적한다.,"현장에서는 안개 방향의 역류와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[앙그라의 못 탐색 – 안개 방향의 역류] 안개 방향의 역류 사안이 접수되었다. 연맹은 이를 앙그라의 못 탐색 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 안개를 고정하는 토템의 위치와 반응을 추적한다는 것이다. 현장에서는 안개 방향의 역류와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_043_01,43,pioneer,개척자,앙그라권 탐사,토템 가디언 제압,1,못 수호 거상,토템 가디언 제압 – 못 수호 거상,상급,"못 수호 거상 사안이 접수되었다. 연맹은 이를 토템 가디언 제압 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",못을 수호하는 개체를 제압하고 현장 변화를 검증한다.,"현장에서는 못 수호 거상와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","안개권의 변화가 일시적 현상인지, 앙그라의 못이나 장기 침식의 징후인지 확인해야 한다.",안개 때문에 좌표와 거리 감각이 흔들리고 귀환로가 불안정하다.,"안개 농도, 좌표, 귀환로 표식, 위험 지점, 생태 반응 기록.",귀환로가 끊기거나 후속 탐사가 불가능한 잘못된 정보를 남긴다.,토템 반응이나 거점 가능성이 확인되면 후속 개척자 공고로 확장한다.,"[토템 가디언 제압 – 못 수호 거상] 못 수호 거상 사안이 접수되었다. 연맹은 이를 토템 가디언 제압 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 못을 수호하는 개체를 제압하고 현장 변화를 검증한다는 것이다. 현장에서는 못 수호 거상와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
